,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Report"" for : ANDAMAN AND NICOBAR ISLANDS for year 2016-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment Year,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top View,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computation Type,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.No,STATE,DISTRICT,ASSESSMENT UNIT,Rainfall (mm),,,,Total Geographical Area (ha),,,,,,Ground Water Recharge (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflows and Outflows (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Ground water Recharge (ham),,,,Environmental Flows (ham),,,,Annual Extractable Ground water Resource (ham),,,,Ground Water Extraction for all uses (ha.m),,,,,,,,,,,,,,,,Stage of Ground Water Extraction (%),,,,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),,,,Net Annual Ground Water Availability for Future Use (ham),,,,Quality Tagging,,,,,,Additional Potential Resources Under Specific Conditions(ham),,,Coastal Areas,,,,In-Storage Unconfined Ground Water Resources(ham),,Total Ground Water Availability in Unconfined Aquifier (ham),,Dynamic Confined Ground Water Resources(ham),,In-Storage Confined Ground Water Resources(ham),,Total Confined Ground Water Resources (ham),,Dynamic Semi Confined Ground Water Resources (ham),,In-Storage Semi Confined Ground Water Resources (ham),,Total Semi-Confined Ground Water Resources (ham),,Total Ground Water Availability in the area (ham),
,,,,,,,,Recharge Worthy Area (ha),,,,Hilly Area,Total,Rainfall Recharge,,,,Canals,,,,Surface Water Irrigation,,,,Ground Water Irrigation,,,,Tanks and Ponds,,,,Water Conservation Structure,,,,Pipelines,,,,Sewages and Flash Flood Channels,,,,C,NC,PQ,Total,Base Flow,,,,Stream Recharges,,,,Lateral Flows,,,,Vertical Flows,,,,Evaporation,,,,Transpiration,,,,Evapotranspiration,,,,C,NC,PQ,Total,,,,,,,,,,,,,Domestic,,,,Industrial,,,,Irrigation,,,,C,NC,PQ,Total,,,,,,,,,,,,,Major Parameter Present,,,Other Parameters Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BIHAR,BEGUSARAI,,0,0,0,0,0,0,0,0,0,0,,,,49142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71475,,,,7148,,,,64328,,,,5862,,,,1742,,,,26045,,,,33650,,,,52,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
38,BIHAR,BHAGALPUR,,0,0,0,0,0,0,0,0,0,0,,,,69091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75501,,,,5009,,,,70492,,,,4480,,,,1049,,,,13838,,,,19368,,,,27,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
39,BIHAR,BHOJPUR,,0,0,0,0,0,0,0,0,0,0,,,,58189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93755,,,,9012,,,,84743,,,,4871,,,,2328,,,,40226,,,,47426,,,,56,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
40,BIHAR,BUXAR,,0,0,0,0,0,0,0,0,0,0,,,,32622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65833,,,,6583,,,,59249,,,,2782,,,,1471,,,,26289,,,,30542,,,,52,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
41,BIHAR,DARBHANGA,,0,0,0,0,0,0,0,0,0,0,,,,65419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95814,,,,7831,,,,87982,,,,7744,,,,1569,,,,20754,,,,30067,,,,34,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
42,BIHAR,EAST CHAMPARAN,,0,0,0,0,0,0,0,0,0,0,,,,107613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145795,,,,12086,,,,133709,,,,9088,,,,2768,,,,44138,,,,55994,,,,42,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
43,BIHAR,GAYA,,0,0,0,0,0,0,0,0,0,0,,,,94843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115375,,,,7534,,,,107841,,,,8131,,,,3567,,,,59207,,,,70905,,,,66,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
44,BIHAR,GOPALGANJ,,0,0,0,0,0,0,0,0,0,0,,,,56786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89299,,,,7474,,,,81825,,,,4521,,,,2900,,,,52663,,,,60084,,,,73,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
45,BIHAR,JAMUI,,0,0,0,0,0,0,0,0,0,0,,,,32522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40317,,,,3365,,,,36951,,,,3074,,,,600,,,,8132,,,,11806,,,,32,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
46,BIHAR,JEHANABAD,,0,0,0,0,0,0,0,0,0,0,,,,22958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35270,,,,2904,,,,32367,,,,1941,,,,1498,,,,27538,,,,30977,,,,96,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
47,BIHAR,KAIMUR,,0,0,0,0,0,0,0,0,0,0,,,,62916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98757,,,,8856,,,,89901,,,,2893,,,,1430,,,,25513,,,,29837,,,,33,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
48,BIHAR,KATIHAR,,0,0,0,0,0,0,0,0,0,0,,,,93249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109840,,,,9687,,,,100154,,,,5102,,,,3075,,,,55644,,,,63822,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
49,BIHAR,KHAGARIA,,0,0,0,0,0,0,0,0,0,0,,,,42507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76253,,,,7625,,,,68628,,,,2860,,,,1075,,,,18258,,,,22194,,,,32,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
50,BIHAR,KISHANGANJ,,0,0,0,0,0,0,0,0,0,0,,,,75715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78948,,,,7895,,,,71053,,,,2947,,,,768,,,,11649,,,,15365,,,,22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
51,BIHAR,LAKHISARAI,,0,0,0,0,0,0,0,0,0,0,,,,23603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32173,,,,3217,,,,28955,,,,1729,,,,439,,,,6478,,,,8647,,,,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
52,BIHAR,MADHEPURA,,0,0,0,0,0,0,0,0,0,0,,,,47220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64580,,,,4108,,,,60472,,,,3586,,,,1712,,,,29939,,,,35237,,,,58,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
53,BIHAR,MADHUBANI,,0,0,0,0,0,0,0,0,0,0,,,,85577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117134,,,,11216,,,,105918,,,,7632,,,,1896,,,,29361,,,,38889,,,,37,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
54,BIHAR,MUNGER,,0,0,0,0,0,0,0,0,0,0,,,,26862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37435,,,,3239,,,,34196,,,,2401,,,,593,,,,8306,,,,11300,,,,33,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
55,BIHAR,MUZAFFARPUR,,0,0,0,0,0,0,0,0,0,0,,,,74957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119653,,,,9538,,,,110116,,,,8517,,,,3652,,,,62216,,,,74385,,,,68,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
56,BIHAR,NALANDA,,0,0,0,0,0,0,0,0,0,0,,,,56857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88582,,,,8326,,,,80256,,,,5217,,,,2727,,,,47303,,,,55246,,,,69,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
57,BIHAR,NAWADA,,0,0,0,0,0,0,0,0,0,0,,,,45261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62879,,,,4772,,,,58108,,,,3151,,,,1516,,,,26098,,,,30765,,,,53,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
58,BIHAR,PATNA,,0,0,0,0,0,0,0,0,0,0,,,,78257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100303,,,,7148,,,,93155,,,,10341,,,,3033,,,,42573,,,,55946,,,,60,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
59,BIHAR,PURNEA,,0,0,0,0,0,0,0,0,0,0,,,,108880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117156,,,,6446,,,,110711,,,,5528,,,,2966,,,,52636,,,,61129,,,,55,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
60,BIHAR,ROHTAS,,0,0,0,0,0,0,0,0,0,0,,,,98140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115680,,,,10092,,,,105588,,,,5297,,,,1301,,,,19053,,,,25651,,,,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
61,BIHAR,SAHARSA,,0,0,0,0,0,0,0,0,0,0,,,,44680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53837,,,,3341,,,,50496,,,,3103,,,,997,,,,16507,,,,20608,,,,41,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
62,BIHAR,SAMASTIPUR,,0,0,0,0,0,0,0,0,0,0,,,,70456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133835,,,,7838,,,,125997,,,,7226,,,,2868,,,,49446,,,,59540,,,,47,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
63,BIHAR,SARAN,,0,0,0,0,0,0,0,0,0,0,,,,65708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87797,,,,5841,,,,81956,,,,6929,,,,2552,,,,42717,,,,52198,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
64,BIHAR,SHEIKHPURA,,0,0,0,0,0,0,0,0,0,0,,,,16338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23337,,,,1618,,,,21719,,,,1189,,,,421,,,,6721,,,,8331,,,,38,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
65,BIHAR,SHEOHAR,,0,0,0,0,0,0,0,0,0,0,,,,12234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14440,,,,1338,,,,13102,,,,1173,,,,372,,,,6048,,,,7593,,,,58,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
66,BIHAR,SITAMARHI,,0,0,0,0,0,0,0,0,0,0,,,,58237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70230,,,,4806,,,,65423,,,,5876,,,,1473,,,,22681,,,,30030,,,,46,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
67,BIHAR,SIWAN,,0,0,0,0,0,0,0,0,0,0,,,,50467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94248,,,,5959,,,,88289,,,,5618,,,,2419,,,,42117,,,,50154,,,,57,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
68,BIHAR,SUPAUL,,0,0,0,0,0,0,0,0,0,0,,,,72519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92202,,,,6510,,,,85693,,,,3791,,,,1463,,,,25007,,,,30261,,,,35,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
69,BIHAR,VAISHALI,,0,0,0,0,0,0,0,0,0,0,,,,54517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76885,,,,6951,,,,69934,,,,6338,,,,2120,,,,35099,,,,43558,,,,62,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
70,BIHAR,WEST CHAMPARAN,,0,0,0,0,0,0,0,0,0,0,,,,115123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171719,,,,10723,,,,160996,,,,7359,,,,1794,,,,27144,,,,36297,,,,23,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
71,CHHATTISGARH,BALOD,,0,0,0,0,0,0,0,0,0,0,,,,17179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34835,,,,2714,,,,32121,,,,2038,,,,201,,,,18571,,,,20810,,,,65,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
72,CHHATTISGARH,BALODA BAZAR,,0,0,0,0,0,0,0,0,0,0,,,,38470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60510,,,,6051,,,,54459,,,,4131,,,,11,,,,17672,,,,21814,,,,40,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
73,CHHATTISGARH,BALRAMPUR,,0,0,0,0,0,0,0,0,0,0,,,,51813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56443,,,,5176,,,,51267,,,,1826,,,,0,,,,14188,,,,16014,,,,31,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
74,CHHATTISGARH,BASTAR,,0,0,0,0,0,0,0,0,0,0,,,,30102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32468,,,,2840,,,,29628,,,,2075,,,,41,,,,5618,,,,7734,,,,26,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
75,CHHATTISGARH,BEMETARA,,0,0,0,0,0,0,0,0,0,0,,,,16646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43150,,,,4315,,,,38835,,,,1983,,,,45,,,,28287,,,,30315,,,,78,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
76,CHHATTISGARH,BIJAPUR,,0,0,0,0,0,0,0,0,0,0,,,,38697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39447,,,,3945,,,,35503,,,,620,,,,1,,,,1874,,,,2495,,,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
77,CHHATTISGARH,BILASPUR,,0,0,0,0,0,0,0,0,0,0,,,,35159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49782,,,,4105,,,,45678,,,,5596,,,,524,,,,17798,,,,23918,,,,52,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
78,CHHATTISGARH,DANTEWADA,,0,0,0,0,0,0,0,0,0,0,,,,20075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21146,,,,1229,,,,19917,,,,694,,,,0,,,,2138,,,,2833,,,,14,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
79,CHHATTISGARH,DHAMTARI,,0,0,0,0,0,0,0,0,0,0,,,,22020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43366,,,,4337,,,,39029,,,,1949,,,,90,,,,22855,,,,24893,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
80,CHHATTISGARH,DURG,,0,0,0,0,0,0,0,0,0,0,,,,13510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31049,,,,3105,,,,27944,,,,4538,,,,927,,,,17603,,,,23068,,,,83,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
81,CHHATTISGARH,GARIABAND,,0,0,0,0,0,0,0,0,0,0,,,,23545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33879,,,,2516,,,,31364,,,,1509,,,,3,,,,14842,,,,16354,,,,52,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
82,CHHATTISGARH,JANJGIR-CHAMPA,,0,0,0,0,0,0,0,0,0,0,,,,23524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43883,,,,3812,,,,40071,,,,4171,,,,225,,,,14529,,,,18924,,,,47,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
83,CHHATTISGARH,JASHPUR,,0,0,0,0,0,0,0,0,0,0,,,,34054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39434,,,,3757,,,,35677,,,,2055,,,,40,,,,11850,,,,13945,,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
84,CHHATTISGARH,KABIRDHAM,,0,0,0,0,0,0,0,0,0,0,,,,34809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47031,,,,3980,,,,43051,,,,2176,,,,47,,,,25294,,,,27518,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
85,CHHATTISGARH,KANKER,,0,0,0,0,0,0,0,0,0,0,,,,61303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71655,,,,5355,,,,66301,,,,1848,,,,3,,,,19919,,,,21770,,,,33,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
86,CHHATTISGARH,KONDAGAON,,0,0,0,0,0,0,0,0,0,0,,,,32493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35411,,,,2828,,,,32583,,,,1427,,,,2,,,,11238,,,,12667,,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
87,CHHATTISGARH,KORBA,,0,0,0,0,0,0,0,0,0,0,,,,35206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38136,,,,3156,,,,34980,,,,3193,,,,1186,,,,8160,,,,12539,,,,36,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
88,CHHATTISGARH,KOREA,,0,0,0,0,0,0,0,0,0,0,,,,43748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50243,,,,4453,,,,45790,,,,1632,,,,28,,,,7799,,,,9459,,,,21,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
89,CHHATTISGARH,MAHASAMUND,,0,0,0,0,0,0,0,0,0,0,,,,47609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65799,,,,5667,,,,60132,,,,2588,,,,33,,,,33144,,,,35766,,,,59,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
90,CHHATTISGARH,MUNGELI,,0,0,0,0,0,0,0,0,0,0,,,,10759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16726,,,,1600,,,,15127,,,,1628,,,,1,,,,6592,,,,8221,,,,54,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
91,CHHATTISGARH,NARAYANPUR,,0,0,0,0,0,0,0,0,0,0,,,,26286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27034,,,,1780,,,,25254,,,,344,,,,0,,,,643,,,,987,,,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
92,CHHATTISGARH,RAIGARH,,0,0,0,0,0,0,0,0,0,0,,,,36206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44749,,,,3582,,,,41167,,,,3772,,,,427,,,,16094,,,,20292,,,,49,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
93,CHHATTISGARH,RAIPUR,,0,0,0,0,0,0,0,0,0,0,,,,20677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42820,,,,4109,,,,38711,,,,6207,,,,632,,,,17410,,,,24250,,,,63,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
94,CHHATTISGARH,RAJNANDGAON,,0,0,0,0,0,0,0,0,0,0,,,,43039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70144,,,,6200,,,,63944,,,,4197,,,,108,,,,32625,,,,36930,,,,58,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
95,CHHATTISGARH,SUKMA,,0,0,0,0,0,0,0,0,0,0,,,,31231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31986,,,,2862,,,,29124,,,,587,,,,0,,,,890,,,,1478,,,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
96,CHHATTISGARH,SURAJPUR,,0,0,0,0,0,0,0,0,0,0,,,,29966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40820,,,,3254,,,,37566,,,,1952,,,,5,,,,18360,,,,20317,,,,54,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
